scenario,policy,start,success,evac_time,fed,incapacitated,timed_out,smoke_time,fire_time,wait_time,path_length,n_reroutes,plan_ms,n_plans
37,shortest_path,C2,1,11.940298507462686,0.0,0,0,0.0,0.0,0.0,16.0,0,0.027,1
37,static_risk,C2,1,11.940298507462686,0.0,0,0,0.0,0.0,0.0,16.0,0,0.238,1
37,dynamic_risk,C2,1,11.940298507462686,0.0,0,0,0.0,0.0,0.0,16.0,0,0.19,1
37,dynamic_perfect_perception,C2,1,11.940298507462686,0.0,0,0,0.0,0.0,0.0,16.0,0,0.167,1
37,oracle,C2,1,11.940298507462686,0.0,0,0,0.0,0.0,0.0,16.0,0,0.0,0
38,shortest_path,C1,1,22.388059701492534,0.0,0,0,0.0,0.0,0.0,30.0,0,0.085,3
38,static_risk,C1,1,24.49968934440769,0.0,0,0,0.0,0.0,0.0,32.8,0,0.242,2
38,dynamic_risk,C1,1,24.49968934440769,0.0,0,0,0.0,0.0,0.0,32.8,0,0.356,2
38,dynamic_perfect_perception,C1,1,22.388059701492534,0.0,0,0,0.0,0.0,0.0,30.0,0,4.578,3
38,oracle,C1,1,22.388059701492534,0.0,0,0,0.0,0.0,0.0,30.0,0,0.0,0
39,shortest_path,JA,1,8.969530220100804,0.0005,0,0,0.0,0.0,0.0,12.0,0,0.027,1
39,static_risk,JA,1,8.969530220100804,0.0005,0,0,0.0,0.0,0.0,12.0,0,0.249,1
39,dynamic_risk,JA,1,8.969530220100804,0.0005,0,0,0.0,0.0,0.0,12.0,0,0.171,1
39,dynamic_perfect_perception,JA,1,8.969530220100804,0.0005,0,0,0.0,0.0,0.0,12.0,0,0.166,1
39,oracle,JA,1,8.969530220100804,0.0005,0,0,0.0,0.0,0.0,12.0,0,0.0,0
40,shortest_path,C1,0,,1.0,1,0,134.0,0.0,134.0,0.0,0,18.923,536
40,static_risk,C1,0,,1.0,1,0,134.0,0.0,134.0,0.0,0,124.185,402
40,dynamic_risk,C1,0,,1.0,1,0,134.0,0.0,134.0,0.0,0,163.313,392
40,dynamic_perfect_perception,C1,0,,1.0,1,0,134.0,0.0,134.0,0.0,0,163.42,402
